Rota: /contact, Metodo HTTP: GET, IP: ::1, Status Servidor: 200, Data: 08 06 2022 20:32:53 

Rota: /favicon.ico, Metodo HTTP: GET, IP: ::1, Status Servidor: 200, Data: 08 06 2022 20:32:53 

Rota: /services, Metodo HTTP: GET, IP: ::1, Status Servidor: 200, Data: 08 06 2022 20:33:08 

Rota: /favicon.ico, Metodo HTTP: GET, IP: ::1, Status Servidor: 200, Data: 08 06 2022 20:33:08 

Rota: /login, Metodo HTTP: GET, IP: ::1, Status Servidor: 200, Data: 08 06 2022 20:33:17 

Rota: /login, Metodo HTTP: GET, IP: ::1, Status Servidor: 200, Data: 08 06 2022 20:35:18 

Rota: /login, Metodo HTTP: GET, IP: ::1, Status Servidor: 200, Data: 08 06 2022 20:35:20 

Rota: /login, Metodo HTTP: GET, IP: ::1, Status Servidor: 200, Data: 08 06 2022 20:36:27 

Rota: /login, Metodo HTTP: GET, IP: ::1, Status Servidor: 200, Data: 08 06 2022 20:36:52 

Rota: /, Metodo HTTP: GET, IP: ::1, Status Servidor: 200, Data: 08 06 2022 20:36:56 

Rota: /favicon.ico, Metodo HTTP: GET, IP: ::1, Status Servidor: 200, Data: 08 06 2022 20:36:57 

Rota: /login, Metodo HTTP: GET, IP: ::1, Status Servidor: 200, Data: 08 06 2022 20:37:47 

Rota: /users/show, Metodo HTTP: GET, IP: ::1, Status Servidor: 200, Data: 08 06 2022 20:38:31 

Rota: /favicon.ico, Metodo HTTP: GET, IP: ::1, Status Servidor: 200, Data: 08 06 2022 20:38:31 

Rota: /, Metodo HTTP: GET, IP: ::1, Status Servidor: 200, Data: 08 06 2022 20:39:21 

Rota: /favicon.ico, Metodo HTTP: GET, IP: ::1, Status Servidor: 200, Data: 08 06 2022 20:39:21 

Rota: /, Metodo HTTP: GET, IP: ::1, Status Servidor: 200, Data: 08 06 2022 20:39:22 

Rota: /favicon.ico, Metodo HTTP: GET, IP: ::1, Status Servidor: 200, Data: 08 06 2022 20:39:22 

Rota: /login, Metodo HTTP: GET, IP: ::1, Status Servidor: 200, Data: 08 06 2022 20:39:23 

Rota: /favicon.ico, Metodo HTTP: GET, IP: ::1, Status Servidor: 200, Data: 08 06 2022 20:39:23 

Rota: /login, Metodo HTTP: POST, IP: ::1, Status Servidor: 200, Data: 08 06 2022 20:39:36 

Rota: /favicon.ico, Metodo HTTP: GET, IP: ::1, Status Servidor: 200, Data: 08 06 2022 20:39:37 

Rota: /login/update/783b7cbb-d06d-461a-9be3-6b11edf89079, Metodo HTTP: GET, IP: ::1, Status Servidor: 200, Data: 08 06 2022 20:39:38 

Rota: /login/update/783b7cbb-d06d-461a-9be3-6b11edf89079, Metodo HTTP: GET, IP: ::1, Status Servidor: 200, Data: 08 06 2022 20:40:08 

Rota: /favicon.ico, Metodo HTTP: GET, IP: ::1, Status Servidor: 200, Data: 08 06 2022 20:40:08 

Rota: /, Metodo HTTP: GET, IP: ::1, Status Servidor: 200, Data: 08 06 2022 20:45:04 

Rota: /favicon.ico, Metodo HTTP: GET, IP: ::1, Status Servidor: 200, Data: 08 06 2022 20:45:05 

Rota: /adm, Metodo HTTP: GET, IP: ::1, Status Servidor: 200, Data: 08 06 2022 20:45:08 

Rota: /css/style.css, Metodo HTTP: GET, IP: ::1, Status Servidor: 200, Data: 08 06 2022 20:45:08 

Rota: /favicon.ico, Metodo HTTP: GET, IP: ::1, Status Servidor: 200, Data: 08 06 2022 20:45:09 

Rota: /adm?email=junior%40gmail.com&senha=Jr13%4013s21, Metodo HTTP: GET, IP: ::1, Status Servidor: 200, Data: 08 06 2022 20:45:26 

Rota: /css/style.css, Metodo HTTP: GET, IP: ::1, Status Servidor: 200, Data: 08 06 2022 20:45:26 

Rota: /favicon.ico, Metodo HTTP: GET, IP: ::1, Status Servidor: 200, Data: 08 06 2022 20:45:26 

Rota: /adm?email=adm%40adm&senha=123456, Metodo HTTP: GET, IP: ::1, Status Servidor: 200, Data: 08 06 2022 20:46:22 

Rota: /css/style.css, Metodo HTTP: GET, IP: ::1, Status Servidor: 200, Data: 08 06 2022 20:46:22 

Rota: /favicon.ico, Metodo HTTP: GET, IP: ::1, Status Servidor: 200, Data: 08 06 2022 20:46:22 

Rota: /login, Metodo HTTP: GET, IP: ::1, Status Servidor: 200, Data: 08 06 2022 20:46:24 

Rota: /favicon.ico, Metodo HTTP: GET, IP: ::1, Status Servidor: 200, Data: 08 06 2022 20:46:25 

Rota: /login, Metodo HTTP: POST, IP: ::1, Status Servidor: 200, Data: 08 06 2022 20:46:36 

Rota: /favicon.ico, Metodo HTTP: GET, IP: ::1, Status Servidor: 200, Data: 08 06 2022 20:46:36 

Rota: /pets/adm/show, Metodo HTTP: GET, IP: ::1, Status Servidor: 200, Data: 08 06 2022 20:46:40 

Rota: /favicon.ico, Metodo HTTP: GET, IP: ::1, Status Servidor: 200, Data: 08 06 2022 20:46:40 

Rota: /favicon.ico, Metodo HTTP: GET, IP: ::1, Status Servidor: 200, Data: 08 06 2022 20:46:42 

Rota: /logout, Metodo HTTP: GET, IP: ::1, Status Servidor: 200, Data: 08 06 2022 20:46:43 

Rota: /favicon.ico, Metodo HTTP: GET, IP: ::1, Status Servidor: 200, Data: 08 06 2022 20:46:43 

Rota: /favicon.ico, Metodo HTTP: GET, IP: ::1, Status Servidor: 200, Data: 08 06 2022 20:46:44 

Rota: /services/adm/show, Metodo HTTP: GET, IP: ::1, Status Servidor: 200, Data: 08 06 2022 20:46:45 

Rota: /favicon.ico, Metodo HTTP: GET, IP: ::1, Status Servidor: 200, Data: 08 06 2022 20:46:45 

Rota: /services/adm/show, Metodo HTTP: GET, IP: ::1, Status Servidor: 200, Data: 08 06 2022 20:46:50 

Rota: /favicon.ico, Metodo HTTP: GET, IP: ::1, Status Servidor: 200, Data: 08 06 2022 20:46:50 

Rota: /services/adm/show, Metodo HTTP: GET, IP: ::1, Status Servidor: 200, Data: 08 06 2022 20:46:52 

Rota: /favicon.ico, Metodo HTTP: GET, IP: ::1, Status Servidor: 200, Data: 08 06 2022 20:46:52 

Rota: /logout, Metodo HTTP: GET, IP: ::1, Status Servidor: 200, Data: 08 06 2022 20:46:58 

Rota: /favicon.ico, Metodo HTTP: GET, IP: ::1, Status Servidor: 200, Data: 08 06 2022 20:46:58 

Rota: /favicon.ico, Metodo HTTP: GET, IP: ::1, Status Servidor: 200, Data: 08 06 2022 20:46:59 

Rota: /services/adm/show, Metodo HTTP: GET, IP: ::1, Status Servidor: 200, Data: 08 06 2022 20:47:00 

Rota: /favicon.ico, Metodo HTTP: GET, IP: ::1, Status Servidor: 200, Data: 08 06 2022 20:47:00 

Rota: /, Metodo HTTP: GET, IP: ::1, Status Servidor: 200, Data: 08 06 2022 20:47:02 

Rota: /favicon.ico, Metodo HTTP: GET, IP: ::1, Status Servidor: 200, Data: 08 06 2022 20:47:02 

Rota: /adm, Metodo HTTP: GET, IP: ::1, Status Servidor: 200, Data: 08 06 2022 20:47:05 

Rota: /css/style.css, Metodo HTTP: GET, IP: ::1, Status Servidor: 200, Data: 08 06 2022 20:47:05 

Rota: /favicon.ico, Metodo HTTP: GET, IP: ::1, Status Servidor: 200, Data: 08 06 2022 20:47:05 

Rota: /adm?email=&senha=, Metodo HTTP: GET, IP: ::1, Status Servidor: 200, Data: 08 06 2022 20:47:10 

Rota: /css/style.css, Metodo HTTP: GET, IP: ::1, Status Servidor: 200, Data: 08 06 2022 20:47:10 

Rota: /favicon.ico, Metodo HTTP: GET, IP: ::1, Status Servidor: 200, Data: 08 06 2022 20:47:10 

Rota: /adm, Metodo HTTP: GET, IP: ::1, Status Servidor: 200, Data: 08 06 2022 20:48:30 

Rota: /css/style.css, Metodo HTTP: GET, IP: ::1, Status Servidor: 200, Data: 08 06 2022 20:48:30 

Rota: /favicon.ico, Metodo HTTP: GET, IP: ::1, Status Servidor: 200, Data: 08 06 2022 20:48:30 

Rota: /adm/servicos/, Metodo HTTP: GET, IP: ::1, Status Servidor: 200, Data: 08 06 2022 20:48:31 

Rota: /favicon.ico, Metodo HTTP: GET, IP: ::1, Status Servidor: 200, Data: 08 06 2022 20:48:31 

Rota: /favicon.ico, Metodo HTTP: GET, IP: ::1, Status Servidor: 200, Data: 08 06 2022 20:48:33 

Rota: /adm, Metodo HTTP: GET, IP: ::1, Status Servidor: 200, Data: 08 06 2022 20:48:47 

Rota: /css/style.css, Metodo HTTP: GET, IP: ::1, Status Servidor: 200, Data: 08 06 2022 20:48:47 

Rota: /favicon.ico, Metodo HTTP: GET, IP: ::1, Status Servidor: 200, Data: 08 06 2022 20:48:48 

Rota: /adm/services/, Metodo HTTP: GET, IP: ::1, Status Servidor: 200, Data: 08 06 2022 20:48:48 

Rota: /favicon.ico, Metodo HTTP: GET, IP: ::1, Status Servidor: 200, Data: 08 06 2022 20:48:48 

Rota: /favicon.ico, Metodo HTTP: GET, IP: ::1, Status Servidor: 200, Data: 08 06 2022 20:48:50 

Rota: /services/adm/show, Metodo HTTP: GET, IP: ::1, Status Servidor: 200, Data: 08 06 2022 20:48:55 

Rota: /favicon.ico, Metodo HTTP: GET, IP: ::1, Status Servidor: 200, Data: 08 06 2022 20:48:55 

Rota: /favicon.ico, Metodo HTTP: GET, IP: ::1, Status Servidor: 200, Data: 08 06 2022 20:49:00 

Rota: /adm/pets/, Metodo HTTP: GET, IP: ::1, Status Servidor: 200, Data: 08 06 2022 20:49:19 

Rota: /favicon.ico, Metodo HTTP: GET, IP: ::1, Status Servidor: 200, Data: 08 06 2022 20:49:19 

Rota: /favicon.ico, Metodo HTTP: GET, IP: ::1, Status Servidor: 200, Data: 08 06 2022 20:49:20 

Rota: /adm/services/, Metodo HTTP: GET, IP: ::1, Status Servidor: 200, Data: 08 06 2022 20:49:21 

Rota: /favicon.ico, Metodo HTTP: GET, IP: ::1, Status Servidor: 200, Data: 08 06 2022 20:49:21 

Rota: /favicon.ico, Metodo HTTP: GET, IP: ::1, Status Servidor: 200, Data: 08 06 2022 20:49:22 

Rota: /adm, Metodo HTTP: GET, IP: ::1, Status Servidor: 200, Data: 08 06 2022 20:49:24 

Rota: /css/style.css, Metodo HTTP: GET, IP: ::1, Status Servidor: 200, Data: 08 06 2022 20:49:24 

Rota: /favicon.ico, Metodo HTTP: GET, IP: ::1, Status Servidor: 200, Data: 08 06 2022 20:49:24 

Rota: /services/adm/show, Metodo HTTP: GET, IP: ::1, Status Servidor: 200, Data: 08 06 2022 20:49:25 

Rota: /favicon.ico, Metodo HTTP: GET, IP: ::1, Status Servidor: 200, Data: 08 06 2022 20:49:25 

Rota: /favicon.ico, Metodo HTTP: GET, IP: ::1, Status Servidor: 200, Data: 08 06 2022 20:49:30 

Rota: /pets/adm/show, Metodo HTTP: GET, IP: ::1, Status Servidor: 200, Data: 08 06 2022 20:49:31 

Rota: /favicon.ico, Metodo HTTP: GET, IP: ::1, Status Servidor: 200, Data: 08 06 2022 20:49:31 

Rota: /favicon.ico, Metodo HTTP: GET, IP: ::1, Status Servidor: 200, Data: 08 06 2022 20:49:32 

Rota: /pets/adm/show, Metodo HTTP: GET, IP: ::1, Status Servidor: 200, Data: 08 06 2022 20:49:37 

Rota: /favicon.ico, Metodo HTTP: GET, IP: ::1, Status Servidor: 200, Data: 08 06 2022 20:49:37 

Rota: /favicon.ico, Metodo HTTP: GET, IP: ::1, Status Servidor: 200, Data: 08 06 2022 20:49:39 

Rota: /services/adm/show, Metodo HTTP: GET, IP: ::1, Status Servidor: 200, Data: 08 06 2022 20:49:40 

Rota: /favicon.ico, Metodo HTTP: GET, IP: ::1, Status Servidor: 200, Data: 08 06 2022 20:49:41 

Rota: /services/adm/update/1, Metodo HTTP: GET, IP: ::1, Status Servidor: 200, Data: 08 06 2022 20:49:44 

Rota: /favicon.ico, Metodo HTTP: GET, IP: ::1, Status Servidor: 200, Data: 08 06 2022 20:49:44 

Rota: /favicon.ico, Metodo HTTP: GET, IP: ::1, Status Servidor: 200, Data: 08 06 2022 20:49:46 

Rota: /services/adm/update/2, Metodo HTTP: GET, IP: ::1, Status Servidor: 200, Data: 08 06 2022 20:49:47 

Rota: /favicon.ico, Metodo HTTP: GET, IP: ::1, Status Servidor: 200, Data: 08 06 2022 20:49:47 

Rota: /favicon.ico, Metodo HTTP: GET, IP: ::1, Status Servidor: 200, Data: 08 06 2022 20:49:48 

Rota: /services/adm/update/f7b3d30b-a3df-49ca-af5d-e3eee79f02e7, Metodo HTTP: GET, IP: ::1, Status Servidor: 200, Data: 08 06 2022 20:49:49 

Rota: /favicon.ico, Metodo HTTP: GET, IP: ::1, Status Servidor: 200, Data: 08 06 2022 20:49:49 

Rota: /favicon.ico, Metodo HTTP: GET, IP: ::1, Status Servidor: 200, Data: 08 06 2022 20:49:50 

Rota: /logout, Metodo HTTP: GET, IP: ::1, Status Servidor: 200, Data: 08 06 2022 21:11:19 

Rota: /favicon.ico, Metodo HTTP: GET, IP: ::1, Status Servidor: 200, Data: 08 06 2022 21:11:19 

Rota: /favicon.ico, Metodo HTTP: GET, IP: ::1, Status Servidor: 200, Data: 08 06 2022 21:11:26 

Rota: /, Metodo HTTP: GET, IP: ::1, Status Servidor: 200, Data: 08 06 2022 21:11:27 

Rota: /favicon.ico, Metodo HTTP: GET, IP: ::1, Status Servidor: 200, Data: 08 06 2022 21:11:28 

Rota: /login, Metodo HTTP: GET, IP: ::1, Status Servidor: 200, Data: 08 06 2022 21:11:29 

Rota: /favicon.ico, Metodo HTTP: GET, IP: ::1, Status Servidor: 200, Data: 08 06 2022 21:11:29 

Rota: /login, Metodo HTTP: POST, IP: ::1, Status Servidor: 200, Data: 08 06 2022 21:11:36 

Rota: /favicon.ico, Metodo HTTP: GET, IP: ::1, Status Servidor: 200, Data: 08 06 2022 21:11:36 

Rota: /users/create, Metodo HTTP: GET, IP: ::1, Status Servidor: 200, Data: 08 06 2022 21:11:40 

Rota: /favicon.ico, Metodo HTTP: GET, IP: ::1, Status Servidor: 200, Data: 08 06 2022 21:11:40 

Rota: /users/create, Metodo HTTP: POST, IP: ::1, Status Servidor: 200, Data: 08 06 2022 21:11:55 

Rota: /login, Metodo HTTP: GET, IP: ::1, Status Servidor: 200, Data: 08 06 2022 21:11:55 

Rota: /favicon.ico, Metodo HTTP: GET, IP: ::1, Status Servidor: 200, Data: 08 06 2022 21:11:55 

Rota: /login, Metodo HTTP: POST, IP: ::1, Status Servidor: 200, Data: 08 06 2022 21:12:02 

Rota: /favicon.ico, Metodo HTTP: GET, IP: ::1, Status Servidor: 200, Data: 08 06 2022 21:12:03 

Rota: /login/update/4190dbe8-20b4-4749-b9ca-bdbb0a185dab, Metodo HTTP: GET, IP: ::1, Status Servidor: 200, Data: 08 06 2022 21:12:04 

Rota: /favicon.ico, Metodo HTTP: GET, IP: ::1, Status Servidor: 200, Data: 08 06 2022 21:12:04 

Rota: /login/update/4190dbe8-20b4-4749-b9ca-bdbb0a185dab?_method=PUT, Metodo HTTP: PUT, IP: ::1, Status Servidor: 200, Data: 08 06 2022 21:12:18 

Rota: /login/update/4190dbe8-20b4-4749-b9ca-bdbb0a185dab, Metodo HTTP: GET, IP: ::1, Status Servidor: 200, Data: 08 06 2022 21:12:18 

Rota: /favicon.ico, Metodo HTTP: GET, IP: ::1, Status Servidor: 200, Data: 08 06 2022 21:12:19 

Rota: /login/delete/4190dbe8-20b4-4749-b9ca-bdbb0a185dab?_method=DELETE, Metodo HTTP: DELETE, IP: ::ffff:127.0.0.1, Status Servidor: 200, Data: 08 06 2022 21:12:36 

Rota: /services, Metodo HTTP: GET, IP: ::ffff:127.0.0.1, Status Servidor: 200, Data: 08 06 2022 21:12:36 

Rota: /favicon.ico, Metodo HTTP: GET, IP: ::1, Status Servidor: 200, Data: 08 06 2022 21:12:36 

Rota: /login, Metodo HTTP: GET, IP: ::1, Status Servidor: 200, Data: 08 06 2022 21:15:12 

Rota: /favicon.ico, Metodo HTTP: GET, IP: ::1, Status Servidor: 200, Data: 08 06 2022 21:15:12 

Rota: /login, Metodo HTTP: POST, IP: ::1, Status Servidor: 200, Data: 08 06 2022 21:15:26 

Rota: /favicon.ico, Metodo HTTP: GET, IP: ::1, Status Servidor: 200, Data: 08 06 2022 21:15:26 

Rota: /login/update/783b7cbb-d06d-461a-9be3-6b11edf89079, Metodo HTTP: GET, IP: ::1, Status Servidor: 200, Data: 08 06 2022 21:15:30 

Rota: /favicon.ico, Metodo HTTP: GET, IP: ::1, Status Servidor: 200, Data: 08 06 2022 21:15:30 

Rota: /logout, Metodo HTTP: GET, IP: ::1, Status Servidor: 200, Data: 08 06 2022 21:15:37 

Rota: /favicon.ico, Metodo HTTP: GET, IP: ::1, Status Servidor: 200, Data: 08 06 2022 21:15:37 

Rota: /favicon.ico, Metodo HTTP: GET, IP: ::1, Status Servidor: 200, Data: 08 06 2022 21:15:38 

Rota: /pets/adm/show, Metodo HTTP: GET, IP: ::1, Status Servidor: 200, Data: 08 06 2022 21:15:42 

Rota: /favicon.ico, Metodo HTTP: GET, IP: ::1, Status Servidor: 200, Data: 08 06 2022 21:15:42 

Rota: /favicon.ico, Metodo HTTP: GET, IP: ::1, Status Servidor: 200, Data: 08 06 2022 21:15:43 

Rota: /services/adm/show, Metodo HTTP: GET, IP: ::1, Status Servidor: 200, Data: 08 06 2022 21:15:44 

Rota: /favicon.ico, Metodo HTTP: GET, IP: ::1, Status Servidor: 200, Data: 08 06 2022 21:15:44 

Rota: /favicon.ico, Metodo HTTP: GET, IP: ::1, Status Servidor: 200, Data: 08 06 2022 21:15:49 

Rota: /, Metodo HTTP: GET, IP: ::1, Status Servidor: 200, Data: 09 06 2022 12:51:49 

Rota: /favicon.ico, Metodo HTTP: GET, IP: ::1, Status Servidor: 200, Data: 09 06 2022 12:51:52 

Rota: /pets, Metodo HTTP: GET, IP: ::1, Status Servidor: 200, Data: 09 06 2022 12:51:57 

Rota: /favicon.ico, Metodo HTTP: GET, IP: ::1, Status Servidor: 200, Data: 09 06 2022 12:51:57 

Rota: /pets, Metodo HTTP: GET, IP: ::1, Status Servidor: 200, Data: 09 06 2022 12:53:07 

Rota: /favicon.ico, Metodo HTTP: GET, IP: ::1, Status Servidor: 200, Data: 09 06 2022 12:53:07 

Rota: /pets, Metodo HTTP: GET, IP: ::1, Status Servidor: 200, Data: 09 06 2022 12:54:28 

Rota: /pets/, Metodo HTTP: GET, IP: ::1, Status Servidor: 200, Data: 09 06 2022 12:54:33 

Rota: /pets/1, Metodo HTTP: GET, IP: ::1, Status Servidor: 200, Data: 09 06 2022 12:54:36 

Rota: /pets/2, Metodo HTTP: GET, IP: ::1, Status Servidor: 200, Data: 09 06 2022 12:54:41 

Rota: /pets/create, Metodo HTTP: GET, IP: ::ffff:127.0.0.1, Status Servidor: 200, Data: 09 06 2022 12:56:40 

Rota: /pets/create, Metodo HTTP: POST, IP: ::ffff:127.0.0.1, Status Servidor: 200, Data: 09 06 2022 12:57:34 

Rota: /pets, Metodo HTTP: GET, IP: ::1, Status Servidor: 200, Data: 09 06 2022 12:57:40 

Rota: /pets/update/0ab5def8-0709-4b3b-8e88-47a8fbc0e87e, Metodo HTTP: PUT, IP: ::ffff:127.0.0.1, Status Servidor: 200, Data: 09 06 2022 13:01:28 

Rota: /pets, Metodo HTTP: GET, IP: ::1, Status Servidor: 200, Data: 09 06 2022 13:01:33 

Rota: /pets/delete/0ab5def8-0709-4b3b-8e88-47a8fbc0e87e, Metodo HTTP: DELETE, IP: ::ffff:127.0.0.1, Status Servidor: 200, Data: 09 06 2022 13:03:50 

Rota: /pets/delete/, Metodo HTTP: DELETE, IP: ::ffff:127.0.0.1, Status Servidor: 200, Data: 09 06 2022 13:04:52 

Rota: /pets, Metodo HTTP: GET, IP: ::1, Status Servidor: 200, Data: 09 06 2022 13:04:59 

Rota: /pets, Metodo HTTP: GET, IP: ::1, Status Servidor: 200, Data: 09 06 2022 13:05:01 

Rota: /pets, Metodo HTTP: GET, IP: ::1, Status Servidor: 200, Data: 09 06 2022 13:05:08 

Rota: /pets/delete/, Metodo HTTP: DELETE, IP: ::ffff:127.0.0.1, Status Servidor: 200, Data: 09 06 2022 13:05:58 

Rota: /pets, Metodo HTTP: DELETE, IP: ::ffff:127.0.0.1, Status Servidor: 200, Data: 09 06 2022 13:05:58 

Rota: /pets/delete/0ab5def8-0709-4b3b-8e88-47a8fbc0e87e, Metodo HTTP: DELETE, IP: ::ffff:127.0.0.1, Status Servidor: 200, Data: 09 06 2022 13:07:14 

Rota: /pets, Metodo HTTP: DELETE, IP: ::ffff:127.0.0.1, Status Servidor: 200, Data: 09 06 2022 13:07:14 

Rota: /pets/delete/1%20, Metodo HTTP: DELETE, IP: ::ffff:127.0.0.1, Status Servidor: 200, Data: 09 06 2022 13:08:25 

Rota: /pets, Metodo HTTP: DELETE, IP: ::ffff:127.0.0.1, Status Servidor: 200, Data: 09 06 2022 13:08:25 

Rota: /pets/delete/1%20, Metodo HTTP: DELETE, IP: ::ffff:127.0.0.1, Status Servidor: 200, Data: 09 06 2022 13:08:28 

Rota: /pets, Metodo HTTP: DELETE, IP: ::ffff:127.0.0.1, Status Servidor: 200, Data: 09 06 2022 13:08:28 

Rota: /pets/delete/1%20, Metodo HTTP: POST, IP: ::ffff:127.0.0.1, Status Servidor: 200, Data: 09 06 2022 13:08:32 

Rota: /adm/pets/delete/1, Metodo HTTP: DELETE, IP: ::ffff:127.0.0.1, Status Servidor: 200, Data: 09 06 2022 13:09:50 

Rota: /pets, Metodo HTTP: DELETE, IP: ::ffff:127.0.0.1, Status Servidor: 200, Data: 09 06 2022 13:09:50 

Rota: /adm/pets/delete/1, Metodo HTTP: DELETE, IP: ::ffff:127.0.0.1, Status Servidor: 200, Data: 09 06 2022 13:09:51 

Rota: /pets, Metodo HTTP: DELETE, IP: ::ffff:127.0.0.1, Status Servidor: 200, Data: 09 06 2022 13:09:51 

Rota: /adm/pets/delete/1, Metodo HTTP: DELETE, IP: ::ffff:127.0.0.1, Status Servidor: 200, Data: 09 06 2022 13:09:51 

Rota: /pets, Metodo HTTP: DELETE, IP: ::ffff:127.0.0.1, Status Servidor: 200, Data: 09 06 2022 13:09:51 

Rota: /adm/pets/delete/1, Metodo HTTP: DELETE, IP: ::ffff:127.0.0.1, Status Servidor: 200, Data: 09 06 2022 13:09:58 

Rota: /pets, Metodo HTTP: DELETE, IP: ::ffff:127.0.0.1, Status Servidor: 200, Data: 09 06 2022 13:09:58 

Rota: /pets, Metodo HTTP: GET, IP: ::1, Status Servidor: 200, Data: 09 06 2022 13:10:11 

Rota: /pets, Metodo HTTP: GET, IP: ::1, Status Servidor: 200, Data: 09 06 2022 13:10:12 

Rota: /pets, Metodo HTTP: GET, IP: ::1, Status Servidor: 200, Data: 09 06 2022 13:10:22 

Rota: /pets, Metodo HTTP: GET, IP: ::1, Status Servidor: 200, Data: 09 06 2022 13:10:24 

Rota: /adm/pets, Metodo HTTP: GET, IP: ::1, Status Servidor: 200, Data: 09 06 2022 13:10:29 

Rota: /adm/pets, Metodo HTTP: GET, IP: ::1, Status Servidor: 200, Data: 09 06 2022 13:10:33 

Rota: /adm/pets, Metodo HTTP: GET, IP: ::1, Status Servidor: 200, Data: 09 06 2022 13:10:48 

Rota: /adm/pets/delete/1, Metodo HTTP: DELETE, IP: ::ffff:127.0.0.1, Status Servidor: 200, Data: 09 06 2022 13:11:02 

Rota: /pets, Metodo HTTP: DELETE, IP: ::ffff:127.0.0.1, Status Servidor: 200, Data: 09 06 2022 13:11:02 

Rota: /adm/pets/delete/1, Metodo HTTP: DELETE, IP: ::ffff:127.0.0.1, Status Servidor: 200, Data: 09 06 2022 13:11:32 

Rota: /adm/pets, Metodo HTTP: GET, IP: ::1, Status Servidor: 200, Data: 09 06 2022 13:11:37 

Rota: /adm/pets, Metodo HTTP: GET, IP: ::1, Status Servidor: 200, Data: 09 06 2022 13:11:38 

Rota: /adm/pets, Metodo HTTP: GET, IP: ::1, Status Servidor: 200, Data: 09 06 2022 13:11:39 

Rota: /adm/pets, Metodo HTTP: GET, IP: ::1, Status Servidor: 200, Data: 09 06 2022 13:13:49 

Rota: /adm/pets, Metodo HTTP: GET, IP: ::1, Status Servidor: 200, Data: 09 06 2022 13:13:53 

Rota: /adm/pets, Metodo HTTP: GET, IP: ::1, Status Servidor: 200, Data: 09 06 2022 13:13:54 

Rota: /adm/pets, Metodo HTTP: GET, IP: ::1, Status Servidor: 200, Data: 09 06 2022 13:13:55 

Rota: /adm/pets, Metodo HTTP: DELETE, IP: ::ffff:127.0.0.1, Status Servidor: 200, Data: 09 06 2022 13:16:18 

Rota: /adm/pets, Metodo HTTP: GET, IP: ::ffff:127.0.0.1, Status Servidor: 200, Data: 09 06 2022 13:16:23 

Rota: /adm/pets, Metodo HTTP: GET, IP: ::1, Status Servidor: 200, Data: 09 06 2022 13:16:39 

Rota: /adm/pets/delete/1, Metodo HTTP: DELETE, IP: ::ffff:127.0.0.1, Status Servidor: 200, Data: 09 06 2022 13:17:00 

Rota: /adm/pets, Metodo HTTP: GET, IP: ::1, Status Servidor: 200, Data: 09 06 2022 13:17:14 

Rota: /adm/pets/delete/3, Metodo HTTP: DELETE, IP: ::ffff:127.0.0.1, Status Servidor: 200, Data: 09 06 2022 13:17:25 

Rota: /adm/pets, Metodo HTTP: GET, IP: ::ffff:127.0.0.1, Status Servidor: 200, Data: 09 06 2022 13:19:29 

Rota: /adm/pets/delete/4, Metodo HTTP: GET, IP: ::ffff:127.0.0.1, Status Servidor: 200, Data: 09 06 2022 13:19:58 

Rota: /adm/pets/delete/3, Metodo HTTP: GET, IP: ::ffff:127.0.0.1, Status Servidor: 200, Data: 09 06 2022 13:20:04 

Rota: /adm/pets/delete/1, Metodo HTTP: GET, IP: ::ffff:127.0.0.1, Status Servidor: 200, Data: 09 06 2022 13:20:07 

Rota: /adm/pets/, Metodo HTTP: GET, IP: ::ffff:127.0.0.1, Status Servidor: 200, Data: 09 06 2022 13:20:22 

Rota: /adm/pets/delete/4, Metodo HTTP: DELETE, IP: ::ffff:127.0.0.1, Status Servidor: 200, Data: 09 06 2022 13:20:31 

Rota: /adm/pets, Metodo HTTP: GET, IP: ::1, Status Servidor: 200, Data: 09 06 2022 13:20:35 

Rota: /adm/pets/delete/3, Metodo HTTP: DELETE, IP: ::ffff:127.0.0.1, Status Servidor: 200, Data: 09 06 2022 13:20:41 

Rota: /adm/pets, Metodo HTTP: GET, IP: ::1, Status Servidor: 200, Data: 09 06 2022 13:20:43 

Rota: /adm/pets, Metodo HTTP: GET, IP: ::1, Status Servidor: 200, Data: 09 06 2022 13:20:44 

Rota: /adm/pets, Metodo HTTP: GET, IP: ::1, Status Servidor: 200, Data: 09 06 2022 13:20:45 

Rota: /adm/pets/delete/1, Metodo HTTP: DELETE, IP: ::ffff:127.0.0.1, Status Servidor: 200, Data: 09 06 2022 13:20:48 

Rota: /adm/pets, Metodo HTTP: GET, IP: ::1, Status Servidor: 200, Data: 09 06 2022 13:20:50 

Rota: /adm/pets/delete/3, Metodo HTTP: DELETE, IP: ::ffff:127.0.0.1, Status Servidor: 200, Data: 09 06 2022 13:20:55 

Rota: /adm/pets, Metodo HTTP: GET, IP: ::1, Status Servidor: 200, Data: 09 06 2022 13:20:57 

